,Labels,MAL,NV,BCC,AK,BK,DF,SCC
0,0.0,0.12127685546875,0.2296142578125,0.181396484375,0.137451171875,0.10400390625,0.1273193359375,0.09881591796875
1,0.0,0.07489013671875,0.2254638671875,0.012298583984375,0.01485443115234375,0.62841796875,0.0272979736328125,0.0167694091796875
2,0.0,0.0750732421875,0.234375,0.33056640625,0.08465576171875,0.11407470703125,0.10015869140625,0.061065673828125
3,1.0,0.1229248046875,0.1824951171875,0.1412353515625,0.1668701171875,0.1280517578125,0.11566162109375,0.1427001953125
4,1.0,0.00385284423828125,0.95458984375,0.0008511543273925781,0.0003349781036376953,0.035736083984375,0.0042572021484375,0.00014209747314453125
5,1.0,0.01033782958984375,0.95654296875,0.001338958740234375,0.0011196136474609375,0.02093505859375,0.009368896484375,0.0005297660827636719
6,1.0,0.038848876953125,0.480224609375,0.048614501953125,0.082275390625,0.306396484375,0.0295867919921875,0.0141754150390625
7,1.0,0.0219268798828125,0.84033203125,0.02166748046875,0.0259857177734375,0.054229736328125,0.0311126708984375,0.004852294921875
8,1.0,0.01812744140625,0.8935546875,0.0074462890625,0.004116058349609375,0.051422119140625,0.0234527587890625,0.0016527175903320312
9,1.0,0.011016845703125,0.93505859375,0.00495147705078125,0.004638671875,0.025970458984375,0.016845703125,0.0013418197631835938
10,1.0,0.00728607177734375,0.97119140625,0.0007066726684570312,0.00033354759216308594,0.01416778564453125,0.00591278076171875,0.00022745132446289062
11,1.0,0.042877197265625,0.5673828125,0.027801513671875,0.039276123046875,0.27392578125,0.0360107421875,0.01248931884765625
12,1.0,0.09051513671875,0.177001953125,0.27294921875,0.0828857421875,0.123046875,0.12841796875,0.1251220703125
13,1.0,0.059814453125,0.330322265625,0.0643310546875,0.265869140625,0.1749267578125,0.0560302734375,0.0487060546875
14,1.0,0.011810302734375,0.93310546875,0.0014400482177734375,0.0009002685546875,0.040130615234375,0.01235198974609375,0.0004911422729492188
15,1.0,0.028350830078125,0.6494140625,0.103759765625,0.050811767578125,0.1190185546875,0.037689208984375,0.0110931396484375
16,1.0,0.06011962890625,0.2008056640625,0.31201171875,0.167724609375,0.135009765625,0.07525634765625,0.049224853515625
17,1.0,0.0215606689453125,0.8203125,0.0628662109375,0.015533447265625,0.0228424072265625,0.05133056640625,0.00560760498046875
18,1.0,0.00992584228515625,0.9140625,0.004756927490234375,0.003780364990234375,0.056243896484375,0.01007080078125,0.00103759765625
19,1.0,0.026641845703125,0.8857421875,0.0046844482421875,0.0087738037109375,0.042144775390625,0.0287017822265625,0.0031280517578125
20,1.0,0.059112548828125,0.1240234375,0.431396484375,0.18798828125,0.052520751953125,0.06439208984375,0.08056640625
21,1.0,0.04400634765625,0.462890625,0.007843017578125,0.01483154296875,0.441650390625,0.023406982421875,0.00555419921875
22,1.0,0.007785797119140625,0.96826171875,0.001155853271484375,0.0022678375244140625,0.0127716064453125,0.00714874267578125,0.0005712509155273438
23,1.0,0.0221099853515625,0.8720703125,0.00992584228515625,0.0031337738037109375,0.061492919921875,0.028228759765625,0.0029659271240234375
24,1.0,0.00940704345703125,0.9267578125,0.00116729736328125,0.0009541511535644531,0.052398681640625,0.00879669189453125,0.00044798851013183594
25,1.0,0.0130462646484375,0.85107421875,0.0011949539184570312,0.0019855499267578125,0.12164306640625,0.0105743408203125,0.000583648681640625
26,1.0,0.0232696533203125,0.90185546875,0.004688262939453125,0.00637054443359375,0.036712646484375,0.0244598388671875,0.002475738525390625
27,1.0,0.010833740234375,0.95751953125,0.0016727447509765625,0.0009551048278808594,0.0173797607421875,0.01114654541015625,0.0006289482116699219
28,1.0,0.04461669921875,0.74951171875,0.04376220703125,0.01270294189453125,0.06884765625,0.07049560546875,0.0101318359375
29,1.0,0.0293731689453125,0.221435546875,0.08453369140625,0.2001953125,0.419677734375,0.02105712890625,0.0236663818359375
30,1.0,0.060455322265625,0.322998046875,0.379150390625,0.0262298583984375,0.04547119140625,0.09283447265625,0.07281494140625
31,1.0,0.01073455810546875,0.90673828125,0.003360748291015625,0.0016546249389648438,0.06396484375,0.0125732421875,0.0008015632629394531
32,1.0,0.0020122528076171875,0.98681640625,0.0006651878356933594,0.00014710426330566406,0.0067596435546875,0.003711700439453125,6.365776062011719e-05
33,1.0,0.037567138671875,0.53759765625,0.0677490234375,0.146728515625,0.1448974609375,0.045379638671875,0.020233154296875
34,1.0,0.040771484375,0.6982421875,0.054840087890625,0.047515869140625,0.08233642578125,0.062469482421875,0.013763427734375
35,1.0,0.017242431640625,0.01004791259765625,0.08062744140625,0.701171875,0.06524658203125,0.01058197021484375,0.11529541015625
36,1.0,0.040496826171875,0.72119140625,0.0279998779296875,0.0284271240234375,0.11737060546875,0.052490234375,0.0119781494140625
37,1.0,0.0308837890625,0.033843994140625,0.177490234375,0.49853515625,0.1588134765625,0.0259857177734375,0.0743408203125
38,1.0,0.0295867919921875,0.72900390625,0.006183624267578125,0.001953125,0.2076416015625,0.0241546630859375,0.001750946044921875
39,1.0,0.01096343994140625,0.93603515625,0.0030956268310546875,0.0015497207641601562,0.034088134765625,0.0135955810546875,0.0006442070007324219
40,1.0,0.0171661376953125,0.36669921875,0.0089569091796875,0.0051422119140625,0.5927734375,0.007511138916015625,0.001850128173828125
41,1.0,0.07159423828125,0.433349609375,0.10076904296875,0.08203125,0.1480712890625,0.11956787109375,0.044525146484375
42,1.0,0.0026988983154296875,0.96240234375,0.0006022453308105469,0.00010001659393310547,0.031494140625,0.0025806427001953125,6.091594696044922e-05
43,1.0,0.03759765625,0.79052734375,0.02838134765625,0.0208892822265625,0.056060791015625,0.05731201171875,0.00945281982421875
44,1.0,0.043304443359375,0.22705078125,0.1126708984375,0.2042236328125,0.33447265625,0.0404052734375,0.03778076171875
45,1.0,0.038299560546875,0.5400390625,0.0276641845703125,0.03314208984375,0.30810546875,0.042877197265625,0.00991058349609375
46,1.0,0.00763702392578125,0.79150390625,0.006114959716796875,0.011749267578125,0.1749267578125,0.006496429443359375,0.001552581787109375
47,1.0,0.04296875,0.285400390625,0.32421875,0.159423828125,0.078125,0.059112548828125,0.050689697265625
48,2.0,0.0809326171875,0.082763671875,0.429931640625,0.05242919921875,0.0172119140625,0.10552978515625,0.2313232421875
49,2.0,0.0309600830078125,0.1097412109375,0.1376953125,0.477783203125,0.1671142578125,0.0308685302734375,0.04571533203125
50,2.0,0.02099609375,0.01617431640625,0.0797119140625,0.72412109375,0.07427978515625,0.01580810546875,0.06878662109375
51,2.0,0.046966552734375,0.01922607421875,0.5439453125,0.06866455078125,0.0090789794921875,0.06976318359375,0.2421875
52,2.0,0.0560302734375,0.0701904296875,0.492431640625,0.07318115234375,0.0303802490234375,0.12237548828125,0.155517578125
53,2.0,0.0494384765625,0.83154296875,0.01763916015625,0.006580352783203125,0.034210205078125,0.0531005859375,0.007663726806640625
54,2.0,0.08477783203125,0.358154296875,0.1318359375,0.046051025390625,0.250732421875,0.08154296875,0.046722412109375
55,2.0,0.0215606689453125,0.01036834716796875,0.308837890625,0.448486328125,0.057464599609375,0.0178985595703125,0.13525390625
56,2.0,0.04718017578125,0.0262298583984375,0.34521484375,0.2191162109375,0.07672119140625,0.04412841796875,0.241455078125
57,2.0,0.07183837890625,0.270751953125,0.142333984375,0.13427734375,0.25341796875,0.058837890625,0.0687255859375
58,2.0,0.037841796875,0.0204010009765625,0.484375,0.158203125,0.05108642578125,0.040252685546875,0.2078857421875
59,2.0,0.0435791015625,0.2783203125,0.198486328125,0.24462890625,0.1163330078125,0.08258056640625,0.036163330078125
60,2.0,0.09112548828125,0.232666015625,0.322021484375,0.06304931640625,0.056396484375,0.1585693359375,0.07611083984375
61,2.0,0.00787353515625,0.0006489753723144531,0.60302734375,0.0364990234375,0.0018415451049804688,0.007526397705078125,0.3427734375
62,2.0,0.04437255859375,0.3173828125,0.270263671875,0.145263671875,0.142333984375,0.045623779296875,0.034759521484375
63,2.0,0.0667724609375,0.1365966796875,0.26904296875,0.1962890625,0.1990966796875,0.051910400390625,0.080078125
64,2.0,0.033111572265625,0.012603759765625,0.1595458984375,0.483154296875,0.1287841796875,0.020721435546875,0.1619873046875
65,2.0,0.0279998779296875,0.00920867919921875,0.14599609375,0.50732421875,0.1112060546875,0.0157318115234375,0.1826171875
66,2.0,0.01049041748046875,0.0053253173828125,0.6982421875,0.153076171875,0.0068206787109375,0.011444091796875,0.11456298828125
67,2.0,0.0218658447265625,0.032928466796875,0.445068359375,0.369384765625,0.029083251953125,0.0220794677734375,0.07958984375
68,2.0,0.059478759765625,0.1292724609375,0.214111328125,0.289306640625,0.1744384765625,0.05950927734375,0.073974609375
69,2.0,0.034149169921875,0.065185546875,0.359375,0.348388671875,0.07080078125,0.04364013671875,0.078369140625
70,2.0,0.07073974609375,0.2359619140625,0.302734375,0.1300048828125,0.0421142578125,0.1375732421875,0.080810546875
71,2.0,0.04620361328125,0.2060546875,0.37255859375,0.09796142578125,0.1578369140625,0.053253173828125,0.06622314453125
72,2.0,0.042083740234375,0.0516357421875,0.50537109375,0.21435546875,0.03436279296875,0.048492431640625,0.10400390625
73,3.0,0.02392578125,0.0205535888671875,0.26123046875,0.5185546875,0.042144775390625,0.01233673095703125,0.12139892578125
74,3.0,0.03839111328125,0.241455078125,0.08050537109375,0.263671875,0.306396484375,0.037933349609375,0.03155517578125
75,3.0,0.05975341796875,0.1478271484375,0.1531982421875,0.343505859375,0.1783447265625,0.05206298828125,0.06512451171875
76,3.0,0.0274505615234375,0.050811767578125,0.1021728515625,0.46337890625,0.295654296875,0.0196075439453125,0.041046142578125
77,3.0,0.033355712890625,0.0233612060546875,0.1021728515625,0.603515625,0.06640625,0.0258026123046875,0.1451416015625
78,3.0,0.06884765625,0.04095458984375,0.30908203125,0.154296875,0.060394287109375,0.061065673828125,0.30517578125
79,3.0,0.0687255859375,0.29638671875,0.031982421875,0.0391845703125,0.489501953125,0.05389404296875,0.020263671875
80,3.0,0.00861358642578125,0.0025844573974609375,0.06298828125,0.8056640625,0.054962158203125,0.004425048828125,0.061004638671875
81,3.0,0.0325927734375,0.005680084228515625,0.397216796875,0.016754150390625,0.0606689453125,0.01337432861328125,0.4736328125
82,3.0,0.01513671875,0.0021572113037109375,0.15625,0.53515625,0.052154541015625,0.0095977783203125,0.2294921875
83,3.0,0.0161285400390625,0.006622314453125,0.348876953125,0.401611328125,0.021148681640625,0.01509857177734375,0.1903076171875
84,3.0,0.024658203125,0.0084991455078125,0.1861572265625,0.51513671875,0.03765869140625,0.0174560546875,0.2105712890625
85,3.0,0.014312744140625,0.003231048583984375,0.12213134765625,0.64794921875,0.03741455078125,0.010772705078125,0.1641845703125
86,3.0,0.00820159912109375,0.002536773681640625,0.289306640625,0.52880859375,0.013946533203125,0.00598907470703125,0.1513671875
87,3.0,0.0352783203125,0.292724609375,0.10675048828125,0.43896484375,0.047637939453125,0.042755126953125,0.035736083984375
88,3.0,0.060516357421875,0.319580078125,0.194091796875,0.16455078125,0.1622314453125,0.059967041015625,0.039154052734375
89,3.0,0.02813720703125,0.091064453125,0.274658203125,0.362060546875,0.1734619140625,0.0286407470703125,0.042022705078125
90,3.0,0.0338134765625,0.067138671875,0.323486328125,0.3740234375,0.070556640625,0.03485107421875,0.09613037109375
91,3.0,0.035369873046875,0.054290771484375,0.30322265625,0.38232421875,0.11505126953125,0.033599853515625,0.076171875
92,3.0,0.0294342041015625,0.00909423828125,0.07470703125,0.5595703125,0.206787109375,0.01505279541015625,0.1055908203125
